team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Wolverhampton Wanderers FC,Wolverhampton Wanderers,2019/2020,England,38,19,19,0,15,8,7,14,7,7,9,4,5,1.55,1.63,1.47,7,9,6,7,51,40,11,91,46,45,27,24,19,21,8,3,67,63,71,86,90,81,13,8,5,21,10,11,8,3,5,13,7,6,193,88,105,61,28,33,49,52,46,490,252,238,192,97,95,298,155,143,405,190,215,14,8,6,26,11,15,-12,-3,-9,7,6,1,14,5,9,17,8,9,0.92,1.21,0.63,2.39,2.42,2.37,1.34,1.42,1.26,1.05,1.0,1.11,1.05,1.0,1.11,0.37,0.42,0.32,0.68,0.58,0.79,34,30,14,6,5,1,17,16,7,2,2,1,17,14,7,4,3,0,4,8,24,32,33,37,2,3,12,17,17,18,2,5,12,15,16,19,89,79,37,16,13,3,89,84,37,11,11,5,89,74,37,21,16,0,11,21,63,84,87,97,11,16,63,89,89,95,11,26,63,79,84,100,26,9,4,15,3,1,11,6,3,68,24,11,79,16,5,58,32,16,39,42,37,6,34,42,26,55,53,58,21,16,26,34,37,32,19,10,9,50,53,47,27,12,15,71,63,79,4,1,3,11,5,16,18,32,5,37,26,47,45,42,47,5.08,4.63,5.53,1.61,1.47,1.74,79,57,55,42,32,24,18,13,1.54,1.6,1.47,1.34,1.22,1.45,53,1,3,5,1,6,8,8,9,10,5,5,4,6,9,3,0,1,7,37,37,37,24,21,26,5
Sheffield United FC,Sheffield United,2019/2020,England,38,19,19,0,14,10,4,12,3,9,12,6,6,1.42,1.74,1.11,9,8,9,9,39,39,0,78,39,39,24,15,15,24,9,-9,87,71,114,87,114,71,13,8,5,15,6,9,12,5,7,16,11,5,212,133,79,65,31,34,43,45,41,379,214,165,153,88,65,226,126,100,404,190,214,16,12,4,15,5,10,1,7,-6,10,6,4,18,11,7,10,2,8,1.26,1.53,1.0,2.05,2.05,2.05,1.03,1.26,0.79,1.03,0.79,1.26,0.82,0.89,0.74,0.42,0.63,0.21,0.39,0.26,0.53,36,25,11,4,1,1,19,10,6,2,1,1,17,15,5,2,0,0,2,13,27,34,37,37,0,9,13,17,18,18,2,4,14,17,19,19,95,66,29,11,3,3,100,53,32,11,5,5,89,79,26,11,0,0,5,34,71,89,97,97,0,47,68,89,95,95,11,21,74,89,100,100,23,7,1,11,5,1,12,2,0,61,18,3,58,26,5,63,11,0,37,53,21,23,34,42,26,39,32,47,32,26,37,42,58,26,25,14,11,66,74,58,25,10,15,66,53,79,3,3,0,8,16,0,26,32,21,47,58,37,26,11,42,5.58,7.0,4.16,1.71,1.63,1.79,95,82,76,66,53,47,37,32,1.2,1.38,1.02,1.45,1.22,1.68,37,1,3,4,5,7,4,3,5,7,2,3,4,1,7,3,8,8,3,32,16,47,32,32,32,18
Arsenal FC,Arsenal,2020/2021,England,38,19,19,0,18,8,10,7,4,3,13,7,6,1.61,1.47,1.74,8,9,7,8,55,39,16,94,45,49,24,31,21,18,3,13,62,71,55,87,81,95,12,4,8,17,9,8,12,8,4,18,7,11,207,116,91,57,23,34,54,54,53,496,262,234,189,97,92,307,165,142,341,187,154,26,10,16,22,7,15,4,3,1,11,3,8,17,12,5,10,4,6,1.32,1.11,1.53,2.47,2.37,2.58,1.45,1.26,1.63,1.03,1.11,0.95,1.26,0.89,1.63,0.68,0.53,0.84,0.58,0.37,0.79,35,26,20,9,2,2,17,13,10,3,1,1,18,13,10,6,1,1,3,12,18,29,36,36,2,6,9,16,18,18,1,6,9,13,18,18,92,68,53,24,5,5,89,68,53,16,5,5,95,68,53,32,5,5,8,32,47,76,95,95,11,32,47,84,95,95,5,32,47,68,95,95,25,15,7,9,6,2,16,9,5,66,39,18,47,32,11,84,47,26,47,42,53,-11,32,21,42,45,47,42,32,42,21,47,37,58,22,13,9,58,68,47,19,13,6,50,68,32,10,3,7,26,16,37,29,16,42,45,63,26,26,21,32,5.45,6.11,4.79,1.5,1.21,1.79,84,82,74,53,37,32,13,11,1.55,1.61,1.5,1.39,1.29,1.5,68,4,2,6,9,9,7,8,3,7,4,4,5,4,6,2,5,5,4,18,21,16,34,37,32,8
Tottenham Hotspur FC,Tottenham Hotspur,2020/2021,England,38,19,19,0,18,10,8,8,3,5,12,6,6,1.63,1.74,1.53,7,3,11,7,68,45,23,113,55,58,35,33,20,25,15,8,50,49,52,76,86,68,12,7,5,21,9,12,6,3,3,23,14,9,168,86,82,57,26,31,52,52,51,477,252,225,216,122,94,261,130,131,421,226,195,37,19,18,19,7,12,18,12,6,18,11,7,11,3,8,9,5,4,1.71,1.89,1.53,2.97,2.89,3.05,1.79,1.84,1.74,1.18,1.05,1.32,1.47,1.37,1.58,0.97,1.0,0.95,0.5,0.37,0.63,37,31,21,13,5,4,19,17,10,6,2,1,18,14,11,7,3,3,1,7,17,25,33,34,0,2,9,13,17,18,1,5,8,12,16,16,97,82,55,34,13,11,100,89,53,32,11,5,95,74,58,37,16,16,3,18,45,66,87,89,0,11,47,68,89,95,5,26,42,63,84,84,33,15,6,17,6,3,16,9,3,87,39,16,89,32,16,84,47,16,47,53,42,7,32,37,26,55,47,63,16,16,16,61,74,47,21,13,8,55,68,42,12,6,6,32,32,32,10,2,8,26,11,42,47,58,37,29,16,42,24,26,21,4.42,4.53,4.32,1.5,1.37,1.63,82,79,68,53,42,28,16,11,1.5,1.6,1.39,1.6,1.5,1.7,79,9,5,10,8,9,6,9,7,5,2,4,5,3,8,6,4,2,11,21,16,26,32,32,32,5
Manchester City FC,Manchester City,2020/2021,England,38,19,19,0,27,13,14,5,2,3,6,4,2,2.26,2.16,2.37,1,1,1,1,83,32,51,115,60,55,43,40,17,15,26,25,41,40,43,107,101,114,19,10,9,17,8,9,3,1,2,30,16,14,247,141,106,50,22,28,64,66,61,630,342,288,254,139,115,376,203,173,352,176,176,43,22,21,13,7,6,30,15,15,22,12,10,12,5,7,4,2,2,2.05,2.16,1.95,3.03,3.16,2.89,2.18,2.26,2.11,0.84,0.89,0.79,1.47,1.53,1.42,1.13,1.16,1.11,0.34,0.37,0.32,37,31,19,13,9,3,19,16,10,6,5,2,18,15,9,7,4,1,1,7,19,25,29,35,0,3,9,13,14,17,1,4,10,12,15,18,97,82,50,34,24,8,100,84,53,32,26,11,95,79,47,37,21,5,3,18,50,66,76,92,0,16,47,68,74,89,5,21,53,63,79,95,32,15,6,18,8,2,14,7,4,84,39,16,95,42,11,74,37,21,71,68,74,-1,50,53,47,45,42,47,8,5,11,79,84,74,26,12,14,68,63,74,10,3,7,26,16,37,8,5,3,21,26,16,58,63,53,32,26,37,11,11,11,6.5,7.42,5.58,1.32,1.16,1.47,79,71,57,55,37,34,8,8,2.18,2.38,1.99,0.98,0.96,1.01,76,8,10,11,8,10,12,8,9,7,3,2,2,2,6,4,5,4,4,13,11,16,16,21,11,8
Leicester City FC,Leicester City,2020/2021,England,38,19,19,0,20,9,11,6,1,5,12,9,3,1.74,1.47,2.0,5,8,3,5,68,50,18,118,64,54,34,34,30,20,4,14,50,50,50,68,57,86,11,6,5,22,9,13,6,4,2,18,9,9,212,111,101,61,24,37,55,55,54,511,257,254,215,110,105,296,147,149,415,220,195,27,16,11,24,14,10,3,2,1,10,6,4,18,7,11,10,6,4,1.26,1.32,1.21,3.11,3.37,2.84,1.79,1.79,1.79,1.32,1.58,1.05,1.34,1.58,1.11,0.71,0.84,0.58,0.63,0.74,0.53,37,34,24,11,7,4,19,17,13,8,4,3,18,17,11,3,3,1,1,4,14,27,31,34,0,2,6,11,15,16,1,2,8,16,16,18,97,89,63,29,18,11,100,89,68,42,21,16,95,89,58,16,16,5,3,11,37,71,82,89,0,11,32,58,79,84,5,11,42,84,84,95,28,20,3,16,11,3,12,9,0,74,53,8,84,58,16,63,47,0,53,47,58,-10,29,32,26,58,47,68,16,21,11,47,47,47,20,9,11,53,47,58,19,8,11,50,42,58,9,5,4,24,26,21,26,32,21,47,37,58,26,32,21,5.58,5.84,5.32,1.61,1.26,1.95,92,79,76,57,39,32,26,18,1.59,1.61,1.58,1.33,1.35,1.3,87,4,6,6,6,7,6,8,12,13,4,4,8,4,8,3,5,6,8,16,5,26,32,47,16,13
West Bromwich Albion FC,West Bromwich Albion,2020/2021,England,38,19,19,0,5,3,2,11,6,5,22,10,12,0.68,0.79,0.58,19,19,19,19,35,76,-41,111,54,57,15,20,39,37,-24,-17,98,114,86,45,44,46,6,5,1,19,7,12,16,9,7,10,7,3,145,100,45,59,30,29,38,38,37,380,191,189,140,72,68,240,119,121,407,200,207,18,11,7,39,17,22,-21,-6,-15,6,4,2,14,9,5,18,6,12,0.84,1.11,0.58,2.92,2.84,3.0,0.92,0.79,1.05,2.0,2.05,1.95,1.5,1.47,1.53,0.47,0.58,0.37,1.03,0.89,1.16,35,29,21,13,7,4,17,13,11,7,4,2,18,16,10,6,3,2,3,9,17,25,31,34,2,6,8,12,15,17,1,3,9,13,16,17,92,76,55,34,18,11,89,68,58,37,21,11,95,84,53,32,16,11,8,24,45,66,82,89,11,32,42,63,79,89,5,16,47,68,84,89,30,18,7,14,9,3,16,9,4,79,47,18,74,47,16,84,47,21,13,16,11,-8,16,26,5,50,37,63,42,47,37,26,37,16,13,9,4,34,47,21,24,11,13,63,58,68,9,4,5,24,21,26,16,21,11,37,47,26,47,32,63,3.82,5.26,2.37,1.55,1.58,1.53,87,79,68,66,50,34,26,21,0.94,0.98,0.91,2.01,2.07,1.95,87,4,3,5,2,8,3,6,0,4,7,3,10,10,9,11,8,6,12,29,32,26,58,53,63,18
Crystal Palace FC,Crystal Palace,2020/2021,England,38,19,19,0,12,6,6,8,5,3,18,8,10,1.16,1.21,1.11,14,14,14,14,41,66,-25,107,52,55,20,21,32,34,-12,-13,83,86,81,52,54,50,8,6,2,19,9,10,14,6,8,16,8,8,151,74,77,58,27,31,40,40,40,384,186,198,170,80,90,214,106,108,406,204,202,22,11,11,28,17,11,-6,-6,0,12,5,7,12,6,6,14,8,6,1.26,1.11,1.42,2.82,2.74,2.89,1.08,1.05,1.11,1.74,1.68,1.79,1.32,1.47,1.16,0.58,0.58,0.58,0.74,0.89,0.58,35,31,19,12,7,2,17,14,8,6,5,1,18,17,11,6,2,1,3,7,19,26,31,36,2,5,11,13,14,18,1,2,8,13,17,18,92,82,50,32,18,5,89,74,42,32,26,5,95,89,58,32,11,5,8,18,50,68,82,95,11,26,58,68,74,95,5,11,42,68,89,95,29,13,7,13,8,6,16,5,1,76,34,18,68,42,32,84,26,5,32,32,32,0,21,32,11,50,47,53,37,32,42,42,42,42,19,10,9,50,53,47,20,11,9,53,58,47,8,4,4,21,21,21,32,26,37,32,32,32,37,42,32,3.97,3.89,4.05,1.53,1.42,1.63,92,79,63,53,37,28,24,11,1.0,0.98,1.01,1.76,1.68,1.85,76,7,4,5,3,3,4,5,2,8,11,3,8,5,6,9,5,8,11,21,26,16,47,42,53,8
Everton FC,Everton,2020/2021,England,38,19,19,0,17,6,11,8,4,4,13,9,4,1.55,1.16,1.95,10,15,4,10,47,48,-1,95,52,43,24,23,28,20,-4,3,73,71,74,71,61,86,12,3,9,18,11,7,10,5,5,19,8,11,167,98,69,63,27,36,46,48,45,430,228,202,182,94,88,248,134,114,398,200,198,27,15,12,23,12,11,4,3,1,12,6,6,19,10,9,7,3,4,1.45,1.47,1.42,2.5,2.74,2.26,1.24,1.26,1.21,1.26,1.47,1.05,1.32,1.42,1.21,0.71,0.79,0.63,0.61,0.63,0.58,36,25,16,9,5,3,19,13,9,6,2,2,17,12,7,3,3,1,2,13,22,29,33,35,0,6,10,13,17,17,2,7,12,16,16,18,95,66,42,24,13,8,100,68,47,32,11,11,89,63,37,16,16,5,5,34,58,76,87,92,0,32,53,68,89,89,11,37,63,84,84,95,25,17,7,13,9,5,12,8,2,66,45,18,68,47,26,63,42,11,45,32,58,-8,32,16,47,47,58,37,26,26,26,50,42,58,20,9,11,53,47,58,18,7,11,47,37,58,13,9,4,34,47,21,32,32,32,50,53,47,18,16,21,4.39,5.16,3.63,1.66,1.42,1.89,92,79,71,53,39,32,21,13,1.22,1.3,1.14,1.68,1.66,1.7,63,6,4,6,6,7,5,5,4,4,4,6,6,5,5,2,7,7,6,21,21,21,34,47,21,11
Burnley FC,Burnley,2020/2021,England,38,19,19,0,10,4,6,9,6,3,19,9,10,1.03,0.95,1.11,17,17,13,17,33,55,-22,88,41,47,14,19,27,28,-13,-9,103,122,90,62,63,61,11,3,8,14,9,5,17,8,9,15,7,8,172,92,80,48,24,24,42,43,41,419,218,201,165,80,85,254,138,116,381,192,189,20,8,12,28,13,15,-8,-5,-3,8,4,4,15,7,8,15,8,7,1.03,1.0,1.05,2.32,2.16,2.47,0.87,0.74,1.0,1.45,1.42,1.47,1.26,1.11,1.42,0.53,0.42,0.63,0.74,0.68,0.79,34,24,16,9,4,1,18,13,7,2,1,0,16,11,9,7,3,1,4,14,22,29,34,37,1,6,12,17,18,19,3,8,10,12,16,18,89,63,42,24,11,3,95,68,37,11,5,0,84,58,47,37,16,5,11,37,58,76,89,97,5,32,63,89,95,100,16,42,53,63,84,95,28,13,6,15,5,1,13,8,5,74,34,16,79,26,5,68,42,26,26,21,32,-7,29,16,42,37,47,26,45,42,47,39,37,42,17,8,9,45,42,47,24,11,13,63,58,68,7,4,3,18,21,16,21,21,21,39,37,42,39,42,37,4.53,4.84,4.21,1.26,1.26,1.26,89,79,71,66,53,37,28,18,1.2,1.23,1.17,1.84,1.66,2.02,53,6,5,3,4,4,4,1,4,2,7,4,5,7,8,4,9,6,5,24,32,16,50,47,53,16
Southampton FC,Southampton,2020/2021,England,38,19,19,0,12,8,4,7,3,4,19,8,11,1.13,1.42,0.84,15,10,18,15,47,68,-21,115,53,62,28,19,25,43,3,-24,73,61,90,50,68,40,9,6,3,18,10,8,13,4,9,18,12,6,177,93,84,58,25,33,52,52,53,466,250,216,205,112,93,261,138,123,424,223,201,28,17,11,30,9,21,-2,8,-10,14,9,5,11,7,4,13,3,10,1.39,1.79,1.0,3.03,2.79,3.26,1.24,1.47,1.0,1.79,1.32,2.26,1.53,1.37,1.68,0.74,0.89,0.58,0.79,0.47,1.11,36,30,19,11,8,5,18,15,9,6,3,1,18,15,10,5,5,4,2,8,19,27,30,33,1,4,10,13,16,18,1,4,9,14,14,15,95,79,50,29,21,13,95,79,47,32,16,5,95,79,53,26,26,21,5,21,50,71,79,87,5,21,53,68,84,95,5,21,47,74,74,79,32,15,7,16,7,2,16,8,5,84,39,18,84,37,11,84,42,26,32,42,21,23,24,32,16,47,53,42,34,21,47,47,63,32,20,12,8,53,63,42,15,5,10,39,26,53,9,5,4,24,26,21,37,47,26,29,37,21,34,16,53,4.66,4.89,4.42,1.53,1.32,1.74,89,79,68,53,32,24,13,11,1.31,1.39,1.25,1.54,1.39,1.69,74,4,3,8,8,8,5,4,1,6,3,8,6,9,6,9,6,8,13,18,16,21,50,42,58,5
Manchester United FC,Manchester United,2020/2021,England,38,19,19,0,21,9,12,11,4,7,6,6,0,1.95,1.63,2.26,2,6,2,2,73,44,29,117,66,51,38,35,28,16,10,19,47,45,49,78,61,107,13,6,7,24,12,12,8,3,5,16,12,4,197,113,84,66,38,28,56,58,54,546,286,260,247,123,124,299,163,136,450,218,232,28,16,12,25,12,13,3,4,-1,9,5,4,20,9,11,9,5,4,1.24,1.26,1.21,3.08,3.47,2.68,1.92,2.0,1.84,1.16,1.47,0.84,1.39,1.47,1.32,0.74,0.84,0.63,0.66,0.63,0.68,31,26,23,17,9,5,17,13,12,8,5,5,14,13,11,9,4,0,7,12,15,21,29,33,2,6,7,11,14,14,5,6,8,10,15,19,82,68,61,45,24,13,89,68,63,42,26,26,74,68,58,47,21,0,18,32,39,55,76,87,11,32,37,58,74,74,26,32,42,53,79,100,25,16,7,12,7,4,13,9,3,66,42,18,63,37,21,68,47,16,55,47,63,-12,34,32,37,63,63,63,21,16,26,42,63,21,18,11,7,47,58,37,20,10,10,53,53,53,13,5,8,34,26,42,24,26,21,53,47,58,24,26,21,5.18,5.95,4.42,1.74,2.0,1.47,89,71,55,42,26,16,11,11,1.83,1.92,1.74,1.39,1.28,1.51,89,5,5,8,6,6,9,11,8,15,8,2,4,9,5,3,2,5,6,29,21,37,16,32,0,8
Liverpool FC,Liverpool,2020/2021,England,38,19,19,0,20,10,10,9,3,6,9,6,3,1.82,1.74,1.89,3,5,5,3,68,42,26,110,49,61,29,39,20,22,9,17,50,59,44,81,86,78,12,5,7,20,9,11,8,6,2,21,8,13,257,138,119,40,21,19,62,64,61,645,339,306,250,126,124,395,213,182,388,197,191,28,15,13,20,10,10,8,5,3,14,8,6,17,7,10,7,4,3,1.55,1.63,1.47,2.89,2.58,3.21,1.79,1.53,2.05,1.11,1.05,1.16,1.26,1.32,1.21,0.74,0.79,0.68,0.53,0.53,0.53,36,30,19,11,5,4,18,14,9,4,2,1,18,16,10,7,3,3,2,8,19,27,33,34,1,5,10,15,17,18,1,3,9,12,16,16,95,79,50,29,13,11,95,74,47,21,11,5,95,84,53,37,16,16,5,21,50,71,87,89,5,26,53,79,89,95,5,16,47,63,84,84,27,12,5,15,6,2,12,6,3,71,32,13,79,32,11,63,32,16,53,53,53,-5,32,26,37,53,47,58,21,32,11,55,42,68,22,10,12,58,53,63,17,8,9,45,42,47,10,5,5,26,26,26,37,42,32,45,37,53,18,21,16,6.76,7.26,6.26,1.05,1.11,1.0,87,71,68,55,37,32,24,16,2.23,2.33,2.12,1.24,1.18,1.3,74,4,3,4,9,12,8,10,4,14,5,4,4,4,5,2,3,4,11,24,16,32,24,32,16,11
Chelsea FC,Chelsea,2020/2021,England,38,19,19,0,19,9,10,10,6,4,9,4,5,1.76,1.74,1.79,4,4,6,4,58,36,22,94,49,45,31,27,18,18,13,9,59,55,63,95,95,95,18,10,8,16,7,9,10,6,4,20,10,10,226,115,111,55,25,30,61,60,62,586,291,295,243,125,118,343,166,177,424,217,207,23,13,10,20,9,11,3,4,-1,16,8,8,12,8,4,10,3,7,1.58,1.68,1.47,2.47,2.58,2.37,1.53,1.63,1.42,0.95,0.95,0.95,1.13,1.16,1.11,0.61,0.68,0.53,0.53,0.47,0.58,32,26,17,10,5,3,15,14,8,6,3,2,17,12,9,4,2,1,6,12,21,28,33,35,4,5,11,13,16,17,2,7,10,15,17,18,84,68,45,26,13,8,79,74,42,32,16,11,89,63,47,21,11,5,16,32,55,74,87,92,21,26,58,68,84,89,11,37,53,79,89,95,27,10,6,12,6,4,15,4,2,71,26,16,63,32,21,79,21,11,50,47,53,0,47,53,42,42,37,47,26,32,21,53,53,53,25,13,12,66,68,63,20,9,11,53,47,58,4,4,0,11,21,0,42,42,42,32,42,21,26,16,37,5.95,6.05,5.84,1.45,1.32,1.58,89,79,68,53,47,37,26,11,1.9,1.88,1.91,1.17,1.17,1.18,53,5,1,8,6,7,5,11,8,7,4,2,4,3,9,6,4,1,3,26,32,21,24,21,26,11
West Ham United FC,West Ham United,2020/2021,England,38,19,19,0,19,10,9,8,4,4,11,5,6,1.71,1.79,1.63,6,2,8,6,62,47,15,109,54,55,32,30,22,25,10,5,55,54,57,73,78,68,11,6,5,22,10,12,7,3,4,19,13,6,167,87,80,54,26,28,43,43,43,484,218,266,187,91,96,297,127,170,378,200,178,31,17,14,20,6,14,11,11,0,15,11,4,16,4,12,7,4,3,1.61,1.95,1.26,2.87,2.84,2.89,1.63,1.68,1.58,1.24,1.16,1.32,1.34,1.21,1.47,0.82,0.89,0.74,0.53,0.32,0.74,36,29,24,12,6,2,19,15,11,6,2,1,17,14,13,6,4,1,2,9,14,26,32,36,0,4,8,13,17,18,2,5,6,13,15,18,95,76,63,32,16,5,100,79,58,32,11,5,89,74,68,32,21,5,5,24,37,68,84,95,0,21,42,68,89,95,11,26,32,68,79,95,28,16,5,16,5,1,12,11,4,74,42,13,84,26,5,63,58,21,50,53,47,5,29,32,26,58,53,63,18,16,21,50,68,32,21,13,8,55,68,42,17,7,10,45,37,53,10,2,8,26,11,42,39,58,21,42,21,63,18,21,16,4.39,4.58,4.21,1.42,1.37,1.47,79,74,63,50,32,21,11,11,1.48,1.39,1.57,1.53,1.61,1.45,84,6,6,8,5,9,7,3,3,15,5,2,5,3,5,5,9,3,10,21,21,21,29,26,32,3
Newcastle United FC,Newcastle United,2020/2021,England,38,19,19,0,12,6,6,9,5,4,17,8,9,1.18,1.21,1.16,13,13,12,13,46,62,-16,108,59,49,26,20,33,29,-7,-9,74,66,86,55,52,59,7,2,5,21,14,7,12,4,8,17,11,6,161,81,80,67,36,31,38,40,36,431,254,177,181,101,80,250,153,97,371,183,188,18,13,5,26,14,12,-8,-1,-7,7,5,2,16,7,9,15,7,8,0.97,1.16,0.79,2.84,3.11,2.58,1.21,1.37,1.05,1.63,1.74,1.53,1.16,1.42,0.89,0.47,0.68,0.26,0.68,0.74,0.63,36,34,18,9,6,3,18,17,12,6,4,1,18,17,6,3,2,2,2,4,20,29,32,35,1,2,7,13,15,18,1,2,13,16,17,17,95,89,47,24,16,8,95,89,63,32,21,5,95,89,32,16,11,11,5,11,53,76,84,92,5,11,37,68,79,95,5,11,68,84,89,89,26,12,4,14,7,4,12,5,0,68,32,11,74,37,21,63,26,0,32,32,32,3,18,11,26,55,74,37,32,21,42,45,58,32,18,9,9,47,47,47,25,10,15,66,53,79,7,5,2,18,26,11,18,26,11,42,37,47,39,37,42,4.24,4.26,4.21,1.76,1.89,1.63,92,76,68,53,34,24,24,21,1.19,1.35,1.03,1.89,1.72,2.07,82,3,2,6,3,4,5,6,3,14,6,4,7,5,7,5,8,10,10,24,26,21,45,42,47,18
